id,age,job,marital,education,default,amount,housing
25334,35,technician,married,secondary,no,1854,yes
25335,48,entrepreneur,married,secondary,no,568,no
25336,33,student,single,tertiary,no,3404,yes
25337,26,services,single,secondary,no,212,yes
25338,35,blue-collar,single,secondary,no,3507,yes
25339,38,admin.,single,secondary,no,393,no
25340,41,unknown,single,unknown,no,1259,no
25341,38,blue-collar,married,primary,no,2472,yes
25342,37,technician,married,tertiary,no,8730,yes
25343,32,technician,single,secondary,no,13565,no
25344,51,management,single,tertiary,no,0,yes
25345,55,technician,married,unknown,no,851,yes
25346,30,management,single,tertiary,no,232,no
25347,50,management,married,tertiary,no,-516,yes
25348,35,blue-collar,married,unknown,no,444,no
25349,39,technician,single,secondary,no,391,no
25350,42,technician,married,secondary,no,166,no
25351,27,student,single,secondary,no,672,no
25352,49,technician,single,secondary,no,-120,yes
25353,37,technician,single,secondary,no,779,yes
25354,38,technician,divorced,secondary,no,273,yes
25355,36,admin.,married,secondary,no,1588,yes
25356,36,unemployed,single,primary,no,4148,no
25357,24,student,single,secondary,no,4126,no
25358,39,technician,single,secondary,no,-143,yes
25359,38,services,married,secondary,no,435,yes
25360,47,self-employed,married,tertiary,no,4543,yes
25361,28,blue-collar,married,primary,no,507,yes
25362,34,management,single,secondary,no,1360,yes
25363,52,retired,married,secondary,no,1282,no
25364,44,housemaid,married,primary,no,0,no
25365,22,student,single,tertiary,no,691,no
25366,24,admin.,single,secondary,no,1725,yes
25367,52,admin.,married,secondary,no,347,no
25368,44,admin.,married,secondary,no,449,yes
25369,55,services,divorced,secondary,no,-555,yes
25370,32,technician,married,secondary,no,1568,no
25371,63,retired,married,tertiary,no,4692,yes
25372,33,blue-collar,married,secondary,no,596,yes
25373,40,entrepreneur,married,tertiary,no,1729,yes
25374,57,management,married,tertiary,no,4185,yes
25375,33,services,divorced,secondary,no,90,yes
25376,33,management,single,tertiary,no,224,no
25377,27,self-employed,single,secondary,no,152,no
25378,49,blue-collar,divorced,primary,no,73,no
25379,29,blue-collar,married,secondary,yes,-643,yes
25380,34,management,single,tertiary,no,-322,no
25381,33,technician,married,secondary,no,1029,yes
25382,59,unknown,married,primary,no,1247,no
25383,36,technician,divorced,secondary,no,409,yes
25384,58,services,divorced,secondary,no,739,yes
25385,32,blue-collar,divorced,secondary,no,0,yes
25386,33,blue-collar,single,secondary,no,5,yes
25387,44,blue-collar,married,secondary,no,249,yes
25388,57,blue-collar,married,primary,no,856,no
25389,36,technician,married,secondary,no,216,no
25390,39,admin.,married,secondary,no,150,no
25391,54,technician,married,secondary,no,1455,yes
25392,37,management,married,tertiary,no,58,yes
25393,30,blue-collar,single,secondary,no,1224,yes
25394,46,services,divorced,secondary,no,4329,no
25395,54,technician,married,secondary,no,473,no
25396,43,entrepreneur,divorced,tertiary,no,626,yes
25397,34,admin.,divorced,secondary,no,564,no
25398,53,blue-collar,married,primary,no,53,yes
25399,57,retired,married,unknown,no,1621,yes
25400,27,services,single,secondary,yes,-1,no
25401,35,technician,married,secondary,no,1255,no
25402,35,self-employed,single,tertiary,no,-30,no
25403,53,technician,married,secondary,no,87,yes
25404,34,technician,single,tertiary,no,362,yes
25405,55,retired,married,primary,no,173,no
25406,41,self-employed,married,tertiary,no,-195,yes
25407,30,blue-collar,married,secondary,no,2,yes
25408,43,blue-collar,married,secondary,no,1376,yes
25409,43,blue-collar,divorced,primary,no,3550,no
25410,42,management,single,tertiary,no,4264,yes
25411,37,services,married,secondary,no,741,yes
25412,50,technician,married,secondary,no,315,no
25413,22,technician,single,secondary,no,890,yes
25414,39,management,married,secondary,no,46,yes
25415,56,retired,divorced,tertiary,no,13094,no
25416,41,management,married,tertiary,no,7028,no
25417,45,services,single,secondary,no,1515,no
25418,52,management,married,tertiary,no,0,no
25419,34,management,single,tertiary,no,1891,yes
25420,51,admin.,single,secondary,no,3132,no
25421,22,student,single,secondary,no,23,no
25422,44,blue-collar,married,secondary,no,1786,yes
25423,41,management,single,tertiary,no,16,no
25424,30,services,married,secondary,yes,-849,yes
25425,44,technician,divorced,secondary,no,242,no
25426,33,technician,married,tertiary,no,2586,no
25427,32,admin.,divorced,tertiary,no,-2,yes
25428,47,technician,married,tertiary,no,2155,no
25429,25,services,single,secondary,no,192,yes
25430,55,housemaid,married,primary,no,1537,no
25431,40,management,married,secondary,no,643,yes
25432,59,retired,married,secondary,no,4414,yes
25433,27,self-employed,single,tertiary,no,139,no
25434,35,management,married,tertiary,no,820,yes
25435,59,blue-collar,married,primary,no,595,no
25436,38,technician,married,secondary,no,0,yes
25437,42,management,married,tertiary,no,831,yes
25438,58,blue-collar,married,secondary,no,266,yes
25439,38,services,married,secondary,no,5000,no
25440,39,management,married,secondary,no,6012,no
25441,48,admin.,married,secondary,no,35,no
25442,33,self-employed,married,tertiary,no,631,no
25443,42,management,single,tertiary,yes,0,no
25444,36,technician,single,secondary,no,103,yes
25445,31,admin.,married,secondary,no,-241,yes
25446,47,blue-collar,married,secondary,no,1388,yes
25447,41,admin.,single,secondary,no,4464,yes
25448,32,services,single,secondary,no,2615,no
25449,49,blue-collar,married,primary,no,0,no
25450,54,technician,married,secondary,no,65,no
25451,52,blue-collar,divorced,primary,no,55,yes
25452,29,blue-collar,single,secondary,no,-125,yes
25453,53,technician,married,secondary,no,428,no
25454,50,admin.,married,secondary,no,706,yes
25455,54,technician,married,primary,no,3067,yes
25456,25,student,married,tertiary,no,333,yes
25457,34,technician,married,secondary,no,1234,yes
25458,34,management,married,tertiary,no,436,no
25459,27,blue-collar,single,secondary,no,672,yes
25460,30,management,single,tertiary,no,2900,no
25461,46,self-employed,divorced,tertiary,no,926,yes
25462,30,blue-collar,single,primary,no,-10,no
25463,28,blue-collar,married,primary,no,0,no
25464,39,management,married,tertiary,no,198,no
25465,36,management,married,secondary,no,396,yes
25466,43,blue-collar,single,primary,no,999,yes
25467,42,unemployed,married,secondary,no,1289,no
25468,45,services,married,unknown,no,8319,no
25469,37,management,single,secondary,no,655,no
25470,36,management,married,tertiary,no,-1629,yes
25471,39,management,divorced,tertiary,no,1315,yes
25472,37,blue-collar,married,secondary,no,426,yes
25473,38,services,married,secondary,no,497,yes
25474,32,services,single,secondary,no,-408,yes
25475,32,self-employed,married,tertiary,no,322,yes
25476,31,management,single,tertiary,no,350,yes
25477,46,unemployed,divorced,primary,no,23,no
25478,23,technician,single,tertiary,no,1502,no
25479,35,technician,single,secondary,no,196,yes
25480,58,blue-collar,married,primary,no,5431,yes
25481,57,blue-collar,married,secondary,no,5935,yes
25482,28,blue-collar,married,primary,yes,-124,yes
25483,43,technician,married,tertiary,no,0,no
25484,38,technician,married,secondary,no,4741,yes
25485,42,management,single,tertiary,no,336,yes
25486,49,admin.,married,secondary,no,2116,no
25487,34,management,divorced,tertiary,no,1,yes
25488,38,admin.,married,secondary,no,981,yes
25489,40,blue-collar,married,secondary,no,1028,yes
25490,57,management,married,primary,no,595,no
25491,33,management,single,tertiary,no,627,no
25492,25,blue-collar,single,primary,no,147,yes
25493,81,retired,divorced,primary,no,4321,no
25494,33,management,married,tertiary,no,335,no
25495,25,student,single,tertiary,no,241,no
25496,31,self-employed,single,secondary,no,449,yes
25497,46,blue-collar,married,secondary,no,1733,yes
25498,48,blue-collar,single,primary,no,755,yes
25499,37,admin.,divorced,secondary,no,1533,yes
25500,51,services,divorced,secondary,no,518,yes
25501,49,technician,married,unknown,no,-287,yes
25502,37,technician,married,tertiary,yes,449,yes
25503,25,admin.,single,secondary,no,845,yes
25504,31,entrepreneur,single,secondary,no,379,yes
25505,38,management,married,tertiary,no,8,yes
25506,32,management,married,tertiary,no,1667,yes
25507,53,services,married,secondary,no,2774,no
25508,24,services,single,secondary,no,77,yes
25509,58,management,divorced,tertiary,no,5701,no
25510,27,management,single,tertiary,no,218,yes
25511,38,technician,single,secondary,no,565,yes
25512,33,services,divorced,secondary,no,437,yes
25513,37,admin.,single,primary,no,449,yes
25514,95,retired,married,secondary,no,0,no
25515,44,management,married,tertiary,no,0,no
25516,52,technician,married,secondary,no,0,no
25517,59,unknown,divorced,unknown,no,27,no
25518,52,management,married,tertiary,no,3163,no
25519,28,housemaid,single,tertiary,no,731,yes
25520,29,technician,single,secondary,yes,-368,yes
25521,42,services,divorced,secondary,no,0,yes
25522,52,services,married,primary,no,821,yes
25523,55,services,married,secondary,no,76,no
25524,55,services,married,secondary,no,642,yes
25525,50,admin.,divorced,tertiary,no,66,yes
25526,57,admin.,divorced,primary,no,179,yes
25527,43,management,married,primary,no,98,no
25528,57,technician,married,tertiary,no,31,no
25529,45,services,married,secondary,no,162,no
25530,50,technician,married,secondary,no,-70,yes
25531,23,services,married,secondary,no,2211,yes
25532,56,blue-collar,married,secondary,no,881,yes
25533,57,admin.,married,secondary,no,2,no
25534,34,blue-collar,single,secondary,no,68,yes
25535,50,services,married,secondary,no,5,no
25536,59,retired,divorced,unknown,no,-49,yes
25537,32,entrepreneur,married,tertiary,no,28,no
25538,23,housemaid,married,tertiary,no,66,yes
25539,41,unknown,single,primary,no,2398,yes
25540,33,technician,single,secondary,no,0,yes
25541,42,technician,married,secondary,no,-887,no
25542,40,blue-collar,married,secondary,no,2671,yes
25543,60,technician,married,secondary,no,2389,yes
25544,28,management,married,tertiary,no,247,no
25545,32,technician,single,tertiary,no,471,no
25546,60,housemaid,married,unknown,no,2769,no
25547,35,blue-collar,single,primary,no,337,yes
25548,34,blue-collar,married,primary,no,174,yes
25549,38,blue-collar,married,primary,no,354,yes
25550,49,entrepreneur,married,tertiary,no,384,no
25551,24,services,single,secondary,no,14,yes
25552,52,technician,married,secondary,no,553,yes
25553,52,admin.,divorced,secondary,no,449,yes
25554,36,admin.,married,secondary,no,313,yes
25555,32,services,married,unknown,no,23,no
25556,39,blue-collar,married,primary,no,541,yes
25557,31,technician,single,secondary,no,475,no
25558,38,services,married,primary,no,-93,yes
25559,37,housemaid,single,secondary,no,465,yes
25560,42,unknown,single,unknown,no,942,no
25561,41,housemaid,married,tertiary,no,38,yes
25562,40,technician,married,secondary,no,232,no
25563,48,management,single,tertiary,no,399,no
25564,40,self-employed,married,tertiary,no,252,yes
25565,54,retired,single,primary,no,466,no
25566,52,blue-collar,married,primary,no,4015,yes
25567,28,technician,single,tertiary,no,-31,yes
25568,42,admin.,divorced,secondary,no,23,no
25569,33,management,married,tertiary,no,752,yes
25570,38,management,single,tertiary,no,6490,no
25571,57,management,married,tertiary,no,1172,yes
25572,57,retired,single,secondary,no,630,no
25573,30,management,single,tertiary,no,6164,yes
25574,26,student,single,tertiary,no,2,no
25575,32,housemaid,married,primary,no,344,yes
25576,34,management,single,unknown,no,6013,yes
25577,64,retired,married,unknown,no,679,no
25578,47,management,divorced,tertiary,no,17964,yes
25579,51,blue-collar,married,primary,no,0,yes
25580,30,management,single,tertiary,no,355,yes
25581,60,technician,married,tertiary,no,0,no
25582,75,retired,married,tertiary,no,4912,no
25583,25,management,single,tertiary,no,1602,yes
25584,49,management,single,tertiary,no,53,no
25585,45,services,married,secondary,no,0,no
25586,49,management,divorced,tertiary,no,2564,yes
25587,42,services,single,secondary,no,449,yes
25588,31,services,single,secondary,no,671,yes
25589,60,admin.,divorced,secondary,no,12039,no
25590,49,blue-collar,married,primary,no,371,yes
25591,49,blue-collar,married,primary,no,0,yes
25592,37,admin.,married,tertiary,no,0,yes
25593,28,technician,single,secondary,no,154,yes
25594,46,management,married,tertiary,no,1698,yes
25595,38,blue-collar,married,primary,no,3289,no
25596,53,blue-collar,married,primary,no,1715,yes
25597,33,technician,married,tertiary,no,6843,no
25598,36,management,single,tertiary,no,11767,yes
25599,59,admin.,married,secondary,no,-396,yes
25600,46,entrepreneur,married,primary,no,5130,yes
25601,18,student,single,unknown,no,108,no
25602,44,housemaid,married,secondary,no,122,no
25603,29,blue-collar,single,secondary,no,874,yes
25604,54,technician,married,secondary,no,25,yes
25605,26,admin.,single,secondary,no,102,no
25606,64,unemployed,divorced,secondary,no,588,no
25607,48,admin.,divorced,secondary,no,1282,yes
25608,39,technician,married,tertiary,no,3911,yes
25609,37,management,married,tertiary,no,751,yes
25610,33,technician,single,tertiary,no,2164,yes
25611,42,management,divorced,unknown,no,7702,no
25612,33,technician,single,secondary,no,827,yes
25613,43,admin.,married,secondary,no,101,yes
25614,23,student,single,secondary,no,1298,no
25615,52,retired,married,primary,no,9,no
25616,22,student,single,unknown,no,1215,no
25617,33,unemployed,married,secondary,no,1211,no
25618,45,blue-collar,married,secondary,no,78,yes
25619,52,technician,married,secondary,no,1490,no
25620,57,management,married,secondary,no,139,no
25621,60,housemaid,married,secondary,no,1211,no
25622,40,entrepreneur,married,secondary,no,1532,yes
25623,39,technician,single,tertiary,no,1674,no
25624,38,blue-collar,married,secondary,no,638,yes
25625,27,unemployed,single,secondary,no,154,no
25626,37,admin.,married,secondary,no,96,no
25627,38,blue-collar,divorced,secondary,no,158,yes
25628,31,technician,married,tertiary,no,79,yes
25629,57,unknown,married,secondary,no,2,no
25630,45,blue-collar,married,primary,yes,153,no
25631,56,technician,married,secondary,no,332,no
25632,51,management,married,tertiary,no,57,no
25633,38,management,married,primary,no,1365,yes
25634,37,management,single,tertiary,no,767,no
25635,50,housemaid,divorced,primary,no,120,yes
25636,52,technician,divorced,secondary,no,0,no
25637,32,management,single,tertiary,no,1,no
25638,32,blue-collar,married,secondary,no,298,yes
25639,36,management,divorced,tertiary,no,2397,no
25640,54,technician,divorced,secondary,no,-191,no
25641,47,technician,married,secondary,no,1465,yes
25642,57,management,single,secondary,no,137,yes
25643,38,blue-collar,married,primary,no,-854,yes
25644,20,student,married,unknown,no,292,no
25645,34,services,single,primary,no,25,yes
25646,34,blue-collar,married,secondary,no,129,yes
25647,51,self-employed,married,tertiary,no,2007,no
25648,26,management,single,tertiary,no,3944,yes
25649,32,blue-collar,married,primary,no,388,yes
25650,35,student,divorced,tertiary,no,100,no
25651,68,retired,single,tertiary,no,2144,no
25652,48,management,single,unknown,no,1009,yes
25653,44,blue-collar,married,primary,no,612,yes
25654,27,services,single,secondary,no,2153,yes
25655,45,retired,married,secondary,no,22,no
25656,35,blue-collar,married,secondary,no,975,yes
25657,39,admin.,single,secondary,no,0,no
25658,48,blue-collar,married,secondary,no,1596,yes
25659,34,technician,married,tertiary,no,23,no
25660,46,entrepreneur,single,tertiary,no,77,yes
25661,45,services,married,secondary,no,744,yes
25662,45,blue-collar,married,primary,no,487,yes
25663,37,management,married,tertiary,no,3770,yes
25664,31,management,single,tertiary,no,0,yes
25665,31,services,married,secondary,no,132,no
25666,54,technician,married,tertiary,no,6507,no
25667,36,blue-collar,married,secondary,no,1589,yes
25668,36,technician,divorced,secondary,no,1451,yes
25669,44,management,married,tertiary,no,773,no
25670,34,management,single,tertiary,no,13014,no
25671,40,self-employed,married,tertiary,no,355,yes
25672,31,management,single,tertiary,no,307,no
25673,36,management,single,tertiary,no,937,yes
25674,33,management,married,tertiary,no,603,yes
25675,66,retired,married,primary,no,1943,no
25676,53,housemaid,married,secondary,no,1103,no
25677,38,management,married,tertiary,no,762,yes
25678,32,management,single,tertiary,no,12569,no
25679,38,blue-collar,married,primary,no,-522,yes
25680,28,management,single,tertiary,no,293,yes
25681,48,blue-collar,married,primary,no,160,yes
25682,35,student,single,unknown,no,298,yes
25683,29,self-employed,single,tertiary,no,8749,no
25684,55,blue-collar,married,secondary,no,471,yes
25685,37,technician,married,tertiary,no,127,yes
25686,56,technician,single,tertiary,no,12539,no
25687,68,retired,married,primary,no,2301,no
25688,58,housemaid,married,tertiary,no,6316,no
25689,41,management,married,primary,no,733,yes
25690,26,student,single,secondary,no,480,no
25691,38,admin.,single,tertiary,no,45789,no
25692,23,blue-collar,single,unknown,no,817,yes
25693,43,blue-collar,married,secondary,no,5997,yes
25694,59,entrepreneur,divorced,unknown,no,0,no
25695,32,technician,single,tertiary,no,654,yes
25696,57,admin.,divorced,primary,no,1,no
25697,38,management,single,unknown,no,715,yes
25698,27,blue-collar,married,secondary,no,1028,yes
25699,30,management,single,secondary,no,209,no
25700,28,blue-collar,single,tertiary,no,1372,no
25701,31,technician,divorced,tertiary,no,0,no
25702,38,entrepreneur,married,primary,no,21,yes
25703,55,blue-collar,married,primary,no,472,no
25704,49,blue-collar,married,secondary,no,579,yes
25705,38,blue-collar,married,primary,no,1679,yes
25706,57,retired,divorced,primary,yes,0,no
25707,38,entrepreneur,married,tertiary,no,1649,no
25708,29,services,married,secondary,no,23,no
25709,53,technician,single,secondary,no,925,no
25710,56,blue-collar,single,primary,no,739,yes
25711,38,services,divorced,secondary,no,49,yes
25712,29,entrepreneur,single,primary,no,97,yes
25713,61,retired,married,unknown,no,-492,no
25714,30,services,single,tertiary,no,44,no
25715,31,technician,single,secondary,no,23,yes
25716,35,unemployed,married,primary,no,3285,no
25717,42,management,single,tertiary,no,11891,no
25718,24,blue-collar,single,secondary,no,27,yes
25719,48,blue-collar,married,secondary,no,1513,no
25720,29,blue-collar,single,primary,no,10,no
25721,35,technician,divorced,secondary,no,0,yes
25722,56,services,married,secondary,no,750,no
25723,28,admin.,single,secondary,no,-181,yes
25724,35,student,single,secondary,no,2960,yes
25725,37,self-employed,single,secondary,no,133,yes
25726,45,admin.,married,secondary,no,14,no
25727,36,self-employed,married,tertiary,no,943,no
25728,31,management,married,tertiary,no,477,yes
25729,36,admin.,single,secondary,no,60,yes
25730,32,technician,single,unknown,no,491,no
25731,47,blue-collar,married,secondary,no,33,no
25732,29,admin.,single,secondary,no,171,yes
25733,27,admin.,single,secondary,no,1,yes
25734,51,blue-collar,married,primary,no,354,yes
25735,59,retired,married,primary,no,3400,yes
25736,47,technician,married,secondary,no,65,no
25737,25,unemployed,married,tertiary,no,118,no
25738,38,blue-collar,married,primary,no,1099,yes
25739,34,admin.,single,secondary,no,303,no
25740,44,management,married,secondary,no,27,yes
25741,39,management,married,tertiary,no,278,no
25742,53,management,married,tertiary,no,3911,yes
25743,35,technician,single,secondary,no,11423,yes
25744,23,services,single,secondary,no,292,yes
25745,34,services,married,secondary,no,334,yes
25746,37,technician,single,unknown,no,334,no
25747,44,management,married,tertiary,no,226,yes
25748,48,technician,married,secondary,no,427,no
25749,39,management,married,tertiary,no,1191,no
25750,55,retired,single,primary,no,700,no
25751,58,retired,divorced,secondary,no,8266,yes
25752,32,technician,single,tertiary,no,1732,no
25753,41,services,married,primary,no,812,yes
25754,32,management,single,tertiary,no,312,no
25755,42,admin.,single,secondary,no,2534,no
25756,55,retired,divorced,tertiary,no,1218,no
25757,31,management,divorced,secondary,no,0,yes
25758,34,housemaid,married,tertiary,no,5011,yes
25759,53,unemployed,single,secondary,no,4,no
25760,42,admin.,divorced,secondary,no,490,no
25761,43,self-employed,married,secondary,no,5564,no
25762,36,admin.,single,secondary,no,268,no
25763,59,retired,married,secondary,no,2011,no
25764,55,retired,married,primary,no,386,no
25765,38,admin.,married,secondary,no,272,yes
25766,46,admin.,married,secondary,no,7386,no
25767,46,management,divorced,tertiary,no,743,no
25768,52,blue-collar,married,primary,no,359,no
25769,29,housemaid,married,secondary,no,449,no
25770,32,admin.,married,tertiary,no,2831,yes
25771,37,blue-collar,married,secondary,no,700,yes
25772,36,technician,single,secondary,no,1228,yes
25773,40,self-employed,married,secondary,no,1216,yes
25774,34,admin.,married,secondary,no,1365,yes
25775,28,technician,single,tertiary,no,11862,no
25776,41,admin.,married,secondary,no,1010,yes
25777,30,management,single,tertiary,no,147,no
25778,27,unemployed,single,secondary,no,268,yes
25779,32,management,single,tertiary,no,414,no
25780,34,technician,married,secondary,no,30,no
25781,35,management,single,tertiary,no,0,no
25782,33,management,single,tertiary,no,2360,yes
25783,31,admin.,single,tertiary,no,493,yes
25784,56,blue-collar,married,secondary,no,-256,yes
25785,28,management,single,tertiary,no,1,no
25786,31,admin.,single,secondary,no,0,no
25787,66,retired,married,secondary,no,995,no
25788,31,blue-collar,single,secondary,no,-457,yes
25789,35,blue-collar,married,secondary,no,344,yes
25790,26,entrepreneur,married,unknown,no,345,yes
25791,48,blue-collar,married,primary,no,231,yes
25792,35,management,divorced,tertiary,no,3751,yes
25793,39,blue-collar,married,primary,no,143,yes
25794,26,technician,single,secondary,no,354,no
25795,36,services,single,secondary,no,92,yes
25796,51,technician,divorced,tertiary,no,4143,no
25797,36,entrepreneur,divorced,secondary,no,251,no
25798,42,technician,married,secondary,no,4791,yes
25799,30,housemaid,married,tertiary,no,113,yes
25800,59,management,divorced,tertiary,no,0,no
25801,52,self-employed,married,tertiary,no,2289,yes
25802,27,blue-collar,married,secondary,no,61,yes
25803,36,blue-collar,married,secondary,no,141,yes
25804,37,management,single,tertiary,no,2173,no
25805,59,entrepreneur,married,tertiary,no,146,yes
25806,41,blue-collar,married,primary,no,2007,yes
25807,37,entrepreneur,married,secondary,no,5064,yes
25808,40,housemaid,divorced,secondary,no,4328,no
25809,44,management,married,tertiary,no,4460,no
25810,47,unemployed,married,primary,no,2290,yes
25811,42,blue-collar,married,primary,no,636,yes
25812,57,blue-collar,married,primary,no,1460,no
25813,39,technician,divorced,tertiary,no,665,yes
25814,42,entrepreneur,married,primary,no,558,yes
25815,42,technician,married,secondary,no,3228,no
25816,26,technician,single,tertiary,no,192,yes
25817,32,services,married,secondary,no,315,no
25818,39,management,divorced,tertiary,no,547,yes
25819,53,blue-collar,married,primary,no,354,no
25820,41,housemaid,married,primary,no,884,no
25821,38,services,married,secondary,no,-361,yes
25822,39,blue-collar,married,secondary,no,472,yes
25823,37,blue-collar,married,unknown,no,603,yes
25824,48,management,married,secondary,no,141,no
25825,43,blue-collar,married,primary,no,1,yes
25826,48,management,divorced,tertiary,no,148,no
25827,26,blue-collar,single,secondary,no,1802,yes
25828,32,technician,single,tertiary,no,632,no
25829,38,management,married,secondary,no,844,no
25830,28,blue-collar,married,primary,no,286,yes
25831,50,unemployed,married,secondary,no,306,yes
25832,59,blue-collar,married,primary,no,3302,no
25833,33,blue-collar,single,secondary,no,164,yes
25834,39,services,single,secondary,no,0,no
25835,43,technician,single,tertiary,no,16,yes
25836,33,services,married,unknown,no,89,yes
25837,37,management,married,tertiary,no,2951,no
25838,59,services,married,primary,no,31,no
25839,57,technician,married,secondary,no,3284,yes
25840,40,services,divorced,primary,no,4,yes
25841,30,admin.,married,secondary,no,116,yes
25842,37,services,married,secondary,no,655,no
25843,28,admin.,single,secondary,no,53,no
25844,49,technician,married,secondary,no,6050,yes
25845,34,technician,married,tertiary,no,4,yes
25846,54,management,divorced,tertiary,no,0,no
25847,33,services,divorced,secondary,no,2358,yes
25848,57,management,married,tertiary,no,2101,no
25849,36,admin.,single,secondary,no,0,yes
25850,45,technician,married,secondary,no,89,yes
25851,38,management,married,tertiary,no,216,yes
25852,50,blue-collar,married,secondary,no,170,yes
25853,37,technician,single,tertiary,no,5122,yes
25854,44,self-employed,married,secondary,no,-264,yes
25855,38,services,married,secondary,no,4582,yes
25856,52,housemaid,married,primary,no,0,no
25857,31,admin.,single,tertiary,no,5,no
25858,34,technician,divorced,secondary,no,347,no
25859,33,technician,single,tertiary,no,1636,yes
25860,57,blue-collar,married,primary,no,1075,no
25861,35,unemployed,married,primary,no,4564,yes
25862,45,blue-collar,married,primary,no,101,yes
25863,38,blue-collar,married,primary,no,1597,no
25864,34,blue-collar,married,primary,no,567,no
25865,33,entrepreneur,single,secondary,no,278,no
25866,25,services,single,secondary,no,156,yes
25867,31,self-employed,single,tertiary,no,1820,yes
25868,40,blue-collar,single,secondary,no,1066,yes
25869,27,admin.,single,tertiary,no,73,no
25870,34,technician,single,tertiary,no,2521,no
25871,31,blue-collar,married,secondary,no,873,yes
25872,34,blue-collar,married,primary,no,2320,yes
25873,32,student,single,tertiary,no,922,no
25874,39,blue-collar,married,primary,no,-186,no
25875,30,blue-collar,married,secondary,no,449,no
25876,47,unknown,single,unknown,no,172,no
25877,54,admin.,married,secondary,no,614,yes
25878,55,blue-collar,divorced,unknown,no,276,yes
25879,41,admin.,single,secondary,no,224,yes
25880,42,management,married,tertiary,no,99,no
25881,35,technician,single,tertiary,no,7546,yes
25882,35,admin.,married,tertiary,no,1145,yes
25883,31,blue-collar,single,tertiary,no,328,yes
25884,36,technician,married,tertiary,no,202,no
25885,30,unemployed,single,tertiary,no,1683,no
25886,41,management,married,tertiary,no,4824,no
25887,31,blue-collar,married,secondary,no,435,yes
25888,56,management,married,secondary,no,0,yes
25889,59,housemaid,married,tertiary,no,0,no
25890,37,blue-collar,married,secondary,no,195,yes
25891,24,student,married,unknown,no,146,no
25892,30,management,single,tertiary,no,552,yes
25893,32,blue-collar,divorced,secondary,no,-289,yes
25894,40,blue-collar,married,secondary,no,95,no
25895,41,management,single,tertiary,no,-426,yes
25896,44,technician,single,unknown,no,78,yes
25897,35,services,married,secondary,no,1694,no
25898,53,technician,married,secondary,no,144,no
25899,57,technician,divorced,secondary,no,470,no
25900,26,blue-collar,married,secondary,no,352,yes
25901,33,entrepreneur,married,secondary,no,1996,yes
25902,29,student,single,secondary,no,459,no
25903,38,management,married,tertiary,no,6209,no
25904,50,services,married,secondary,no,992,yes
25905,52,management,married,primary,no,0,yes
25906,37,management,single,tertiary,no,6158,yes
25907,37,blue-collar,married,secondary,no,16727,yes
25908,70,retired,married,secondary,no,2815,no
25909,38,admin.,married,secondary,no,755,yes
25910,32,technician,single,tertiary,no,178,no
25911,37,management,married,tertiary,no,0,yes
25912,47,technician,married,secondary,no,80,no
25913,39,management,married,tertiary,no,1802,no
25914,73,management,married,tertiary,no,1609,no
25915,35,blue-collar,single,secondary,no,0,yes
25916,36,entrepreneur,married,tertiary,no,6,no
25917,37,services,married,secondary,no,981,no
25918,32,management,single,tertiary,no,0,no
25919,33,management,single,secondary,no,802,yes
25920,39,technician,single,secondary,no,12,yes
25921,42,services,single,secondary,no,2628,yes
25922,50,management,single,primary,no,766,no
25923,50,entrepreneur,married,secondary,no,7907,yes
25924,55,management,divorced,tertiary,no,-207,no
25925,31,admin.,single,secondary,no,0,yes
25926,59,services,married,secondary,no,2965,yes
25927,35,blue-collar,married,primary,yes,0,yes
25928,47,blue-collar,married,primary,no,673,yes
25929,56,blue-collar,married,primary,no,206,no
25930,38,blue-collar,married,primary,no,0,yes
25931,24,blue-collar,single,unknown,no,192,no
25932,46,blue-collar,married,secondary,no,1144,yes
25933,43,management,married,secondary,no,10273,no
25934,36,management,married,tertiary,no,549,yes
25935,70,retired,married,secondary,no,1164,no
25936,32,management,single,tertiary,no,462,no
25937,35,technician,married,secondary,no,0,no
25938,50,management,divorced,secondary,no,-35,yes
25939,43,blue-collar,married,secondary,no,388,yes
25940,43,management,single,tertiary,no,2067,yes
25941,54,self-employed,divorced,tertiary,no,0,yes
25942,32,services,single,secondary,no,0,no
25943,45,admin.,married,secondary,yes,-106,yes
25944,32,self-employed,married,tertiary,no,102,no
25945,33,technician,single,secondary,no,555,no
25946,36,technician,married,tertiary,no,-718,yes
25947,29,admin.,married,secondary,no,252,yes
25948,30,blue-collar,single,secondary,no,130,no
25949,32,unemployed,single,tertiary,no,1611,yes
25950,31,management,married,tertiary,no,382,no
25951,40,admin.,divorced,secondary,no,90,yes
25952,27,technician,single,secondary,no,927,no
25953,52,admin.,divorced,secondary,no,340,yes
25954,43,admin.,single,unknown,no,682,no
25955,31,technician,single,secondary,no,9,no
25956,59,technician,married,tertiary,no,-91,no
25957,50,management,married,tertiary,no,1822,yes
25958,53,blue-collar,married,secondary,no,2531,yes
25959,41,technician,single,tertiary,no,431,no
25960,30,blue-collar,single,secondary,no,1598,yes
25961,35,admin.,divorced,secondary,no,404,yes
25962,47,management,divorced,tertiary,no,2515,no
25963,49,admin.,divorced,secondary,no,1718,no
25964,37,services,married,secondary,no,1483,no
25965,40,services,married,secondary,no,949,yes
25966,26,management,single,tertiary,no,15,no
