id,loan,contact,day,month,duration,campaign,previous,y
18966,no,cellular,3,feb,459.3088997,5,3,1
18967,no,cellular,3,feb,431.8502229,3,2,1
18968,no,cellular,14,may,457.8024187,1,0,1
18969,no,cellular,22,aug,,4,0,0
18970,no,cellular,12,may,391.9895628,2,1,1
18971,no,cellular,2,feb,220.342714,2,2,0
18972,no,sending _document,20,may,358.7534531,1,0,1
18973,yes,sending _document,8,may,418.8584462,2,0,1
18974,no,sending _document,29,may,313.6135008,1,0,0
18975,no,sending _document,28,may,298.6921963,3,0,1
18976,no,cellular,5,feb,260.3273233,1,0,0
18977,no,cellular,7,jul,271.5700759,4,0,0
18978,no,cellular,17,apr,,1,1,1
18979,no,cellular,18,nov,150.5660232,2,3,0
18980,no,cellular,25,jul,,1,0,0
18981,no,cellular,17,apr,342.945724,1,1,1
18982,no,telephone,14,may,316.2479532,2,0,0
18983,no,cellular,14,may,435.1135644,1,0,0
18984,no,cellular,6,may,399.5275504,2,2,1
18985,no,sending _document,26,jun,,4,0,0
18986,no,sending _document,16,jun,226.9270308,5,0,0
18987,no,cellular,28,jun,,4,4,0
18988,yes,cellular,20,nov,352.0074372,1,0,0
18989,yes,sending _document,17,jun,318.6382933,2,0,0
18990,yes,sending _document,6,jun,250.722121,1,0,0
18991,no,cellular,28,aug,347.9156554,4,0,1
18992,no,cellular,4,feb,,2,0,0
18993,no,sending _document,21,may,400.9847135,1,0,0
18994,no,cellular,12,may,372.661938,1,4,1
18995,no,cellular,7,aug,199.0040193,2,0,0
18996,no,cellular,6,feb,220.9075768,2,7,0
18997,no,sending _document,6,may,346.2415804,2,0,1
18998,no,cellular,23,apr,210.6454816,1,3,1
18999,no,sending _document,4,jul,394.1101233,11,0,1
19000,no,cellular,8,mar,,3,6,0
19001,no,sending _document,16,jun,435.0372386,2,0,1
19002,no,cellular,2,nov,,3,0,0
19003,no,cellular,30,jul,448.4070598,11,0,1
19004,no,cellular,18,aug,,2,0,0
19005,yes,cellular,13,may,436.4545399,6,0,0
19006,no,cellular,20,apr,446.2473637,1,1,1
19007,no,cellular,25,jul,235.9705373,1,0,0
19008,no,cellular,29,jan,319.4727568,1,0,0
19009,yes,cellular,5,may,510.1651708,3,15,1
19010,yes,sending _document,19,jun,267.8365732,1,0,0
19011,no,sending _document,8,may,,4,0,1
19012,no,cellular,31,jul,328.8845113,4,0,0
19013,no,cellular,21,jul,353.6390574,1,0,1
19014,yes,cellular,8,jul,344.3696082,3,0,1
19015,yes,cellular,3,feb,512.4045955,2,0,0
19016,yes,cellular,3,feb,,6,0,1
19017,no,sending _document,13,may,398.0350782,1,0,1
19018,no,sending _document,5,may,454.8667306,2,0,1
19019,no,cellular,3,feb,264.2617182,3,0,0
19020,no,sending _document,6,jun,355.8310503,3,0,1
19021,no,cellular,4,aug,,1,0,0
19022,no,cellular,22,aug,179.899623,7,0,0
19023,no,telephone,20,apr,376.4619715,1,1,0
19024,no,cellular,5,aug,289.9508361,1,0,0
19025,no,cellular,16,apr,299.6002269,1,0,0
19026,no,cellular,10,nov,,1,8,0
19027,no,cellular,28,jul,276.0061803,7,0,1
19028,yes,cellular,26,aug,259.4927164,14,0,0
19029,no,cellular,9,mar,98.38851571,1,0,0
19030,yes,sending _document,26,may,471.7533234,1,0,1
19031,no,cellular,29,jan,229.3549005,1,0,0
19032,no,cellular,17,mar,,2,0,0
19033,no,sending _document,30,may,368.4096076,4,0,1
19034,no,cellular,4,feb,206.2374406,9,1,1
19035,no,sending _document,3,jun,,6,0,1
19036,yes,cellular,3,feb,406.1715021,2,0,0
19037,no,sending _document,8,may,250.4412741,2,0,0
19038,no,cellular,28,jan,,1,0,0
19039,no,cellular,13,aug,220.7934519,1,0,0
19040,no,cellular,26,may,159.007649,1,0,0
19041,no,cellular,30,apr,,1,2,0
19042,yes,cellular,22,jul,384.7450205,7,0,1
19043,no,cellular,28,jul,291.795463,3,0,0
19044,no,cellular,18,jun,292.5854041,2,0,0
19045,no,cellular,14,may,458.8737691,7,13,1
19046,no,sending _document,29,may,239.7924726,4,0,0
19047,no,cellular,17,nov,273.5762941,1,0,0
19048,no,cellular,9,nov,,1,2,0
19049,yes,cellular,11,aug,439.4708293,1,2,0
19050,no,sending _document,14,may,367.8582804,1,0,1
19051,no,cellular,24,jul,317.3790725,11,0,0
19052,no,cellular,19,nov,223.6936531,2,0,0
19053,yes,cellular,28,aug,277.6203815,10,0,0
19054,no,cellular,4,feb,,1,0,0
19055,no,sending _document,30,may,406.0672041,12,0,1
19056,no,cellular,6,may,352.8576384,2,4,0
19057,no,cellular,6,may,365.1013281,2,0,0
19058,no,cellular,5,may,249.2273646,2,1,0
19059,no,cellular,28,aug,,7,0,0
19060,no,cellular,3,feb,277.1852128,1,0,0
19061,no,cellular,29,jan,,3,0,0
19062,yes,telephone,11,may,,8,0,1
19063,no,cellular,30,jan,229.4720172,2,0,0
19064,no,sending _document,27,jun,,1,0,0
19065,yes,sending _document,26,may,406.0257141,1,0,0
19066,no,sending _document,28,may,350.1420114,6,0,0
19067,no,cellular,1,jun,329.6899182,2,0,1
19068,no,sending _document,9,may,375.4985519,1,0,1
19069,no,cellular,3,feb,,1,0,1
19070,yes,telephone,13,may,,3,0,1
19071,no,sending _document,16,jun,,1,0,0
19072,no,cellular,17,aug,242.2989694,1,0,0
19073,no,cellular,6,oct,,1,0,0
19074,no,cellular,27,may,,5,0,0
19075,no,sending _document,27,may,314.0903088,1,0,1
19076,no,cellular,30,jan,322.1744915,2,2,0
19077,no,cellular,31,jul,,11,0,0
19078,no,cellular,18,nov,,2,0,0
19079,no,cellular,12,aug,,6,0,0
19080,no,cellular,21,nov,361.1230691,3,6,1
19081,yes,cellular,3,apr,253.2974768,1,0,0
19082,no,sending _document,4,jun,276.6122596,4,0,0
19083,no,sending _document,26,may,403.3720195,2,0,0
19084,no,cellular,3,jul,470.9743237,3,0,1
19085,no,cellular,30,jan,,1,0,0
19086,no,cellular,9,feb,335.163172,5,1,1
19087,no,telephone,8,may,375.9804381,9,0,1
19088,no,cellular,24,jul,,1,0,1
19089,no,sending _document,14,apr,198.7005025,1,0,1
19090,no,cellular,12,oct,266.8099135,2,0,0
19091,no,telephone,29,jul,,9,0,1
19092,yes,cellular,18,jul,438.1220326,3,0,1
19093,no,cellular,31,aug,306.5945726,1,12,0
19094,no,sending _document,20,jun,184.7003936,2,0,1
19095,no,cellular,7,may,297.2146956,1,1,0
19096,yes,cellular,30,jan,263.8667095,1,0,0
19097,no,cellular,7,sep,,1,0,0
19098,no,cellular,19,nov,198.3446492,3,0,1
19099,no,telephone,23,jul,451.0937661,1,0,0
19100,no,sending _document,12,may,326.892865,5,0,0
19101,no,cellular,28,jul,331.4067122,2,0,0
19102,no,cellular,29,jan,311.2852484,2,1,0
19103,no,cellular,29,jul,215.0061903,2,0,0
19104,yes,sending _document,27,may,,3,0,1
19105,no,cellular,8,may,463.7516655,1,5,1
19106,no,sending _document,3,jun,,1,0,1
19107,no,cellular,30,jul,269.0969534,5,0,0
19108,no,cellular,22,aug,,6,0,0
19109,no,cellular,6,jul,,1,2,0
19110,no,sending _document,10,oct,198.212945,1,4,0
19111,no,cellular,3,apr,290.4505805,1,3,0
19112,no,cellular,19,aug,,4,0,0
19113,no,sending _document,13,may,359.8655922,1,0,0
19114,no,cellular,18,jul,,1,0,0
19115,no,cellular,28,jul,325.1973053,8,0,0
19116,no,cellular,19,nov,,2,0,0
19117,no,cellular,14,aug,185.3827324,2,0,0
19118,no,telephone,14,may,348.9275715,1,0,1
19119,yes,cellular,28,jul,328.4591586,3,0,1
19120,no,cellular,12,aug,,1,0,0
19121,no,cellular,25,aug,352.3203933,7,0,0
19122,no,cellular,8,may,268.7039023,2,0,0
19123,no,cellular,15,may,394.1064409,3,0,1
19124,no,cellular,30,apr,352.9582544,1,0,1
19125,yes,cellular,11,jul,332.8379558,2,0,0
19126,no,cellular,18,may,251.4192241,2,1,1
19127,no,cellular,30,jul,,4,0,0
19128,no,cellular,7,apr,519.8668573,1,1,1
19129,no,sending _document,29,may,275.2237625,2,0,0
19130,no,cellular,19,nov,389.3101862,3,0,1
19131,no,cellular,6,aug,,1,2,0
19132,no,sending _document,28,may,,3,0,0
19133,no,sending _document,30,may,278.1537122,1,0,0
19134,no,cellular,19,nov,,1,0,0
19135,no,cellular,21,jul,295.6057961,1,0,0
19136,no,sending _document,15,may,337.2853149,2,0,0
19137,yes,sending _document,4,jun,595.74546,8,0,1
19138,no,sending _document,20,jun,207.878885,4,0,1
19139,no,cellular,10,jul,395.1015811,1,0,0
19140,no,telephone,13,aug,314.4418741,6,0,1
19141,no,cellular,19,aug,195.5335762,11,5,1
19142,no,cellular,22,aug,,2,0,0
19143,no,telephone,14,aug,,2,0,0
19144,yes,cellular,18,jul,,3,0,0
19145,no,cellular,27,aug,,5,0,0
19146,yes,sending _document,27,may,380.0684425,3,0,0
19147,no,sending _document,8,may,421.4237378,3,0,1
19148,no,sending _document,15,may,290.2916273,6,0,1
19149,no,cellular,7,aug,,1,2,0
19150,no,cellular,20,apr,297.5259719,2,0,1
19151,yes,cellular,21,nov,414.5202489,2,0,1
19152,no,cellular,19,nov,353.3166868,3,0,1
19153,yes,sending _document,20,may,,1,0,1
19154,no,cellular,6,aug,296.4476872,1,1,0
19155,no,cellular,7,may,358.2922438,1,0,1
19156,no,sending _document,20,jun,265.5420885,4,0,1
19157,no,cellular,29,jul,463.0876229,3,0,1
19158,yes,cellular,8,jul,,3,0,1
19159,no,sending _document,15,may,364.0941069,3,0,1
19160,no,cellular,9,jul,,1,0,0
19161,no,cellular,18,aug,308.5907815,3,0,0
19162,no,cellular,31,jul,199.7835028,2,0,0
19163,no,cellular,12,may,364.1547392,1,0,0
19164,no,cellular,7,aug,264.7674548,2,0,0
19165,no,cellular,16,sep,,1,0,0
19166,no,sending _document,19,may,265.839773,5,0,1
19167,no,sending _document,16,jun,,2,0,0
19168,no,cellular,6,apr,,2,1,0
19169,no,sending _document,28,may,268.0690644,2,0,0
19170,no,cellular,19,feb,,2,0,0
19171,no,sending _document,28,may,323.4931996,2,0,1
19172,no,cellular,7,aug,261.5391837,2,0,0
19173,no,cellular,17,nov,426.3696728,4,3,1
19174,no,cellular,12,may,246.5788516,1,4,0
19175,no,sending _document,28,may,401.9741819,2,0,1
19176,no,telephone,10,aug,217.8343983,3,0,0
19177,no,cellular,18,may,296.7402686,6,2,0
19178,no,cellular,22,jul,376.8565183,1,0,0
19179,no,sending _document,12,jun,,1,0,0
19180,no,cellular,21,nov,392.4484553,1,0,1
19181,no,cellular,30,jul,,2,0,1
19182,no,cellular,22,sep,207.2120151,1,0,0
19183,no,cellular,17,apr,322.9913329,1,0,0
19184,no,cellular,20,apr,268.4164415,2,0,0
19185,no,cellular,7,aug,,4,0,0
19186,no,cellular,8,may,287.6841724,5,5,0
19187,yes,telephone,30,jul,364.6489292,5,0,1
19188,yes,cellular,11,aug,249.8580128,3,0,0
19189,no,telephone,15,jul,,8,0,0
19190,no,cellular,18,nov,266.7761583,1,0,0
19191,no,sending _document,2,jun,349.4880106,1,0,1
19192,no,cellular,18,may,326.2833324,2,0,1
19193,no,sending _document,26,may,375.9954787,3,0,1
19194,no,cellular,18,jul,,1,0,0
19195,yes,cellular,3,apr,375.5051572,1,1,0
19196,yes,sending _document,3,jul,393.9127076,1,0,0
19197,no,cellular,3,feb,137.035759,1,0,0
19198,no,cellular,11,aug,217.8526061,6,0,0
19199,yes,cellular,19,nov,287.4398201,1,1,0
19200,no,cellular,11,oct,249.5815046,3,6,1
19201,no,sending _document,20,may,333.4083831,1,0,0
19202,no,cellular,11,mar,235.2607036,2,0,0
19203,no,cellular,24,jul,395.2267129,3,0,1
19204,no,sending _document,15,may,410.7526119,2,0,1
19205,no,cellular,2,feb,,2,0,0
19206,no,cellular,29,aug,,2,0,0
19207,no,sending _document,15,may,,1,0,1
19208,no,cellular,27,aug,434.2838676,5,0,1
19209,no,cellular,13,may,357.6344186,3,0,0
19210,no,cellular,10,jul,274.0434889,5,0,0
19211,yes,cellular,23,jul,225.1822045,1,0,0
19212,yes,cellular,17,jul,349.0109671,1,0,0
19213,yes,sending _document,27,may,412.5929032,8,0,1
19214,no,cellular,5,feb,379.6908064,2,0,1
19215,no,telephone,9,jul,435.7528991,1,0,1
19216,yes,cellular,21,oct,415.5873326,1,0,1
19217,no,cellular,7,aug,,3,0,0
19218,no,sending _document,19,jun,324.5172934,1,0,1
19219,no,sending _document,28,may,,11,0,1
19220,no,sending _document,3,jun,470.3656142,2,0,1
19221,yes,sending _document,6,may,522.6989756,7,0,1
19222,yes,cellular,23,jul,314.1272165,1,0,0
19223,no,cellular,2,feb,383.7692205,1,0,1
19224,no,cellular,20,apr,164.6568458,5,0,1
19225,no,cellular,22,oct,,2,0,0
19226,no,cellular,4,feb,,2,0,0
19227,no,cellular,13,aug,228.5507432,6,0,1
19228,no,cellular,29,aug,,2,0,0
19229,no,cellular,7,aug,263.319078,6,0,0
19230,no,cellular,24,aug,290.5611694,3,2,0
19231,no,cellular,5,aug,249.7622291,2,0,0
19232,no,cellular,31,jul,307.2071001,6,0,0
19233,no,cellular,13,may,363.1750954,2,4,0
19234,no,cellular,23,feb,,1,3,0
19235,no,telephone,2,mar,238.9778767,5,0,0
19236,yes,cellular,10,jul,357.3437366,1,0,1
19237,no,cellular,4,aug,282.2106866,1,0,0
19238,no,sending _document,13,may,464.4495375,1,0,1
19239,no,sending _document,18,jun,236.5699442,2,0,1
19240,no,cellular,10,jul,,3,0,0
19241,no,sending _document,6,may,407.9024624,1,0,0
19242,no,telephone,16,apr,351.3843621,3,0,1
19243,no,cellular,30,jul,340.14569,31,0,1
19244,no,cellular,8,may,228.867985,1,2,0
19245,no,sending _document,28,may,336.4736421,9,0,0
19246,yes,cellular,14,jul,,4,0,1
19247,no,sending _document,12,may,325.207082,1,0,0
19248,no,sending _document,9,may,291.0734479,1,0,0
19249,yes,cellular,31,jul,,3,0,1
19250,yes,cellular,8,jul,252.3657454,1,0,0
19251,no,cellular,10,aug,219.36281,2,0,0
19252,no,sending _document,6,may,370.6102872,2,0,1
19253,no,cellular,18,nov,248.0358582,1,0,0
19254,no,sending _document,19,may,347.0408133,2,0,0
19255,no,sending _document,16,may,340.8901522,5,0,0
19256,no,cellular,23,jul,257.1966192,9,0,0
19257,no,cellular,7,sep,96.63898755,1,0,0
19258,no,sending _document,9,may,297.5654112,4,0,0
19259,yes,cellular,22,jul,257.1328006,1,0,0
19260,no,cellular,7,jul,,1,0,0
19261,yes,telephone,23,jul,486.6084778,1,0,0
19262,no,telephone,11,aug,399.4459461,1,0,1
19263,no,cellular,26,feb,,1,0,0
19264,no,cellular,21,jul,254.601166,2,0,0
19265,no,cellular,6,may,365.6919394,4,0,1
19266,no,telephone,31,jul,325.6701748,5,0,1
19267,no,cellular,27,aug,209.3882039,5,0,0
19268,no,cellular,6,may,239.0173583,3,0,0
19269,no,cellular,20,apr,,1,4,0
19270,no,sending _document,30,may,411.5650354,2,0,0
19271,no,cellular,4,feb,295.9519826,2,0,0
19272,no,cellular,9,apr,343.8598028,1,2,0
19273,no,cellular,13,apr,350.0549715,3,0,1
19274,no,sending _document,15,may,,2,0,0
19275,no,cellular,30,apr,,1,1,0
19276,no,sending _document,23,may,345.0307186,6,0,1
19277,no,cellular,20,nov,333.9291223,2,0,0
19278,no,sending _document,29,may,,2,0,0
19279,yes,cellular,15,may,474.8918341,2,3,0
19280,no,cellular,8,may,356.7030031,4,0,0
19281,no,cellular,5,feb,,2,0,1
19282,no,sending _document,14,may,387.9584588,2,0,1
19283,no,cellular,28,jul,,3,0,0
19284,no,cellular,6,feb,331.0640984,2,1,1
19285,no,cellular,6,may,316.5275015,2,0,0
19286,no,sending _document,14,may,,1,0,0
19287,yes,sending _document,8,may,,2,0,1
19288,no,cellular,18,may,335.3028377,1,0,0
19289,yes,sending _document,2,jul,335.2857955,3,0,1
19290,no,cellular,20,nov,306.9798565,2,0,0
19291,no,cellular,4,feb,,1,0,0
19292,yes,cellular,16,jul,267.0697503,6,0,1
19293,no,telephone,18,nov,,7,0,0
19294,no,sending _document,20,may,384.4316523,1,0,0
19295,yes,cellular,7,jul,313.696681,1,0,0
19296,no,sending _document,21,may,406.2605051,2,0,1
19297,no,sending _document,23,may,238.7510665,2,0,0
19298,no,cellular,18,nov,,1,0,0
19299,no,cellular,28,jan,68.2016639,1,0,0
19300,no,cellular,28,jan,294.4004044,1,0,0
19301,yes,sending _document,19,may,382.9057276,2,0,0
19302,yes,cellular,7,jul,539.7593268,5,0,1
19303,no,cellular,4,aug,222.6156371,2,0,0
19304,no,telephone,13,may,415.1384867,1,10,0
19305,no,cellular,5,aug,239.3003256,1,0,0
19306,yes,cellular,8,jul,224.2738549,2,0,0
19307,yes,cellular,13,may,463.1057476,1,0,0
19308,no,cellular,4,aug,226.8968354,1,0,0
19309,yes,cellular,19,nov,453.299573,1,1,1
19310,no,telephone,20,oct,,1,0,0
19311,no,cellular,22,may,139.9447148,1,1,0
19312,yes,cellular,20,nov,411.9340456,1,0,1
19313,yes,cellular,29,jan,236.302651,1,2,0
19314,no,cellular,7,jul,310.0537024,3,0,1
19315,no,cellular,12,aug,297.7502169,4,0,1
19316,no,cellular,19,aug,,2,0,0
19317,no,telephone,2,nov,348.3565081,2,1,0
19318,no,sending _document,30,may,409.1175122,3,0,1
19319,yes,cellular,21,jul,438.029726,2,0,0
19320,no,sending _document,19,may,348.180337,2,0,0
19321,no,cellular,8,may,315.5662003,2,2,0
19322,no,sending _document,6,may,237.1132155,5,0,0
19323,yes,cellular,16,jul,236.2674165,1,0,0
19324,no,cellular,15,jul,315.0454331,4,0,0
19325,yes,cellular,28,jul,372.1836399,2,0,0
19326,no,cellular,28,jan,,2,8,0
19327,no,cellular,20,nov,273.9348613,1,0,0
19328,no,cellular,18,nov,258.8788657,1,0,0
19329,yes,sending _document,27,may,433.0448112,2,0,1
19330,no,cellular,18,aug,180.6134046,4,0,1
19331,no,cellular,22,aug,,2,0,0
19332,no,sending _document,4,jun,314.5639112,2,0,0
19333,no,cellular,29,jan,,2,0,0
19334,no,cellular,20,nov,,1,0,0
19335,no,cellular,22,aug,,2,0,0
19336,no,cellular,4,may,189.821725,5,0,1
19337,no,sending _document,9,jun,159.1570531,1,0,1
19338,no,cellular,5,may,262.2142382,1,0,0
19339,no,telephone,8,jun,271.1478899,1,0,0
19340,no,sending _document,14,may,388.4601155,1,0,1
19341,no,sending _document,12,jun,319.6122082,1,0,1
19342,no,cellular,6,may,317.5671072,3,0,1
19343,no,sending _document,5,jun,324.3550022,1,0,0
19344,yes,cellular,8,jul,400.4468377,1,0,0
19345,yes,cellular,4,feb,490.1381022,2,0,1
19346,yes,sending _document,17,jun,411.9142892,2,0,1
19347,no,cellular,30,jul,408.9296053,4,5,1
19348,no,cellular,18,nov,214.4760033,3,0,0
19349,no,sending _document,26,may,,1,0,0
19350,yes,sending _document,30,may,354.8807991,8,0,1
19351,no,cellular,19,nov,403.1960724,5,0,1
19352,no,sending _document,28,may,394.6877264,1,0,0
19353,no,telephone,19,nov,233.7186812,2,1,0
19354,no,sending _document,29,may,287.9703307,16,0,0
19355,no,cellular,6,may,318.1553859,2,0,0
19356,no,sending _document,7,may,477.4489986,1,0,1
19357,no,sending _document,8,may,,1,0,1
19358,no,cellular,12,may,281.2105927,3,0,0
19359,no,telephone,21,jul,328.9047646,10,0,1
19360,no,telephone,13,may,341.1725648,1,3,0
19361,no,cellular,29,jan,263.319456,1,0,0
19362,no,sending _document,2,jun,275.84047,8,0,0
19363,no,cellular,27,mar,318.4134154,1,0,0
19364,no,sending _document,12,jun,263.0061138,1,0,0
19365,yes,cellular,13,may,226.3890954,2,0,0
19366,no,cellular,18,jul,300.1218534,3,0,0
19367,no,cellular,6,apr,326.2452373,1,0,1
19368,no,cellular,13,may,222.9525895,2,0,0
19369,no,cellular,25,mar,243.6143941,8,0,1
19370,no,cellular,17,nov,,1,1,0
19371,no,cellular,6,aug,,2,0,0
19372,no,sending _document,29,may,351.1877955,4,0,1
19373,no,cellular,2,feb,268.9615026,1,1,0
19374,no,cellular,26,may,,1,0,0
19375,yes,cellular,4,jun,510.423054,2,2,1
19376,no,cellular,3,feb,,1,0,0
19377,no,cellular,20,nov,,1,0,0
19378,no,sending _document,29,may,311.5925498,7,0,0
19379,no,cellular,2,nov,,1,7,0
19380,no,cellular,8,may,293.4844651,1,2,0
19381,no,sending _document,12,may,315.5138161,2,0,0
19382,no,cellular,30,apr,294.9344286,2,0,0
19383,no,sending _document,16,jun,400.0346189,2,0,1
19384,no,cellular,14,dec,,2,0,0
19385,yes,cellular,4,aug,414.6038723,2,0,0
19386,yes,telephone,14,may,465.8837264,2,2,1
19387,no,cellular,6,feb,322.4922984,2,0,1
19388,no,cellular,30,apr,,2,2,0
19389,no,sending _document,5,may,390.5067243,1,0,0
19390,no,cellular,12,aug,,2,0,0
19391,no,cellular,6,apr,223.9169654,2,2,0
19392,no,sending _document,28,may,301.6538434,1,0,0
19393,no,cellular,30,apr,217.7161491,1,0,0
19394,no,sending _document,20,jun,,1,0,0
19395,no,sending _document,9,jun,222.3495642,1,0,0
19396,no,cellular,30,jan,420.0409889,1,0,1
19397,no,cellular,14,jul,343.1316549,2,0,0
19398,no,cellular,21,aug,238.8252596,4,0,1
19399,no,cellular,3,aug,,2,3,0
19400,no,sending _document,9,may,277.895442,2,0,0
19401,no,cellular,25,jul,322.0816834,2,0,0
19402,no,sending _document,14,may,,2,0,1
19403,no,cellular,23,jul,249.3393099,1,0,0
19404,no,cellular,15,may,342.8587226,3,9,1
19405,no,telephone,31,oct,224.8675949,1,0,0
19406,no,telephone,19,nov,259.9762078,2,0,0
19407,no,cellular,26,may,265.5611452,1,0,0
19408,yes,sending _document,3,jul,244.7824361,1,0,0
19409,no,sending _document,20,may,320.6596148,1,0,1
19410,no,sending _document,9,jun,329.0710334,1,0,1
19411,yes,cellular,18,nov,510.8713984,2,2,0
19412,no,telephone,29,jul,247.4070725,3,0,0
19413,no,sending _document,2,jun,380.9941148,3,0,1
19414,yes,cellular,9,jul,476.475988,1,0,0
19415,no,telephone,24,jul,379.1553219,1,0,0
19416,no,cellular,11,may,259.8962539,3,0,0
19417,no,telephone,2,feb,,1,0,0
19418,no,cellular,2,feb,251.8182635,1,0,0
19419,yes,sending _document,27,may,472.0896468,3,0,1
19420,no,cellular,11,jul,300.6224945,2,0,0
19421,no,cellular,14,jul,,2,0,0
19422,no,cellular,18,nov,264.8441412,2,0,0
19423,no,cellular,15,nov,327.5012308,2,6,1
19424,no,sending _document,9,may,,1,0,0
19425,no,cellular,28,aug,170.5752363,4,0,1
19426,no,cellular,28,jan,,2,0,0
19427,no,telephone,21,nov,396.5630065,2,0,0
19428,no,cellular,18,jul,297.1245151,1,0,0
19429,yes,telephone,23,jul,338.2602268,4,0,0
19430,no,cellular,19,nov,247.6287294,2,0,0
19431,no,telephone,29,jul,216.6280233,12,0,0
19432,yes,cellular,22,jul,347.6130557,1,0,0
19433,no,cellular,19,aug,221.5394811,1,0,0
19434,no,sending _document,13,may,,2,0,1
19435,no,sending _document,11,jun,,3,0,1
19436,no,cellular,30,jan,258.5074162,4,0,0
19437,no,cellular,22,aug,,1,0,0
19438,no,cellular,15,jul,,1,0,0
19439,no,cellular,16,apr,,1,0,1
19440,no,cellular,28,jan,351.724929,1,0,1
19441,no,cellular,22,aug,241.0708718,2,0,0
19442,no,sending _document,2,jun,283.0961908,1,0,0
19443,yes,cellular,11,jul,392.0561757,2,0,1
19444,no,cellular,5,feb,290.5455036,3,0,0
19445,yes,sending _document,20,jun,404.5800519,9,0,0
19446,no,telephone,30,jan,375.8368095,1,1,0
19447,no,cellular,31,jul,287.7391641,2,0,0
19448,no,sending _document,30,may,262.037602,3,0,0
19449,no,cellular,18,may,244.7681993,2,0,0
19450,yes,sending _document,12,jun,348.2800101,1,0,0
19451,no,telephone,27,may,,2,1,0
19452,no,cellular,7,aug,363.4902553,4,0,1
19453,no,sending _document,30,may,461.7773932,3,0,0
19454,no,sending _document,12,jun,,6,0,0
19455,no,cellular,25,aug,251.5978227,3,0,0
19456,no,cellular,18,may,243.7889876,4,1,0
19457,no,cellular,3,aug,,2,1,0
19458,no,cellular,6,may,279.4466994,2,2,0
19459,yes,cellular,31,jul,331.6773527,27,0,1
19460,no,cellular,10,feb,,2,5,1
19461,yes,sending _document,14,may,393.3845831,1,0,0
19462,no,sending _document,19,jun,260.4645425,1,0,1
19463,no,sending _document,5,jun,,2,0,0
19464,no,sending _document,1,jul,228.537438,4,0,1
19465,no,cellular,4,feb,,2,0,1
19466,no,sending _document,6,jun,183.2431449,1,0,0
19467,yes,sending _document,6,jun,260.7241112,1,0,1
19468,yes,sending _document,26,may,403.3591198,2,0,0
19469,no,cellular,14,aug,,2,0,0
19470,no,sending _document,23,may,339.0960223,14,0,1
19471,yes,cellular,8,may,,4,0,1
19472,yes,cellular,17,nov,388.6135426,2,0,0
19473,no,cellular,14,may,406.8567453,3,2,0
19474,no,cellular,24,jul,344.1947749,1,0,0
19475,no,telephone,31,jul,214.8882444,4,0,0
19476,no,cellular,2,feb,379.315761,1,10,0
19477,no,cellular,18,jul,296.5565793,1,0,0
19478,no,sending _document,12,may,277.2850787,2,0,0
19479,yes,cellular,28,aug,325.0292146,1,0,0
19480,yes,cellular,10,jul,439.1101703,1,0,1
19481,no,cellular,13,aug,,2,0,0
19482,no,cellular,26,aug,394.340915,4,0,1
19483,no,sending _document,30,may,297.320565,3,0,0
19484,yes,telephone,21,jul,456.8097556,1,0,0
19485,no,cellular,5,aug,300.8999852,4,0,1
19486,no,cellular,20,aug,,1,6,0
19487,no,sending _document,13,sep,237.8757988,1,0,1
19488,no,cellular,2,feb,256.1745154,3,0,1
19489,no,cellular,13,aug,147.0727188,7,0,0
19490,yes,cellular,20,nov,361.7441105,1,0,0
19491,no,cellular,14,aug,327.7799914,2,2,0
19492,no,cellular,18,nov,313.6372375,5,5,0
19493,no,cellular,27,jul,,1,0,0
19494,no,cellular,14,aug,474.894206,2,0,1
19495,no,cellular,18,may,346.2980655,4,0,1
19496,no,cellular,29,aug,345.8620384,10,0,0
19497,no,cellular,20,apr,323.5229487,3,0,1
19498,no,sending _document,5,may,377.6335859,1,0,0
19499,no,cellular,8,feb,,2,1,0
19500,no,cellular,11,may,349.289024,1,1,0
19501,no,cellular,5,jun,132.5487375,2,1,0
19502,yes,cellular,8,jul,284.1183338,1,0,0
19503,no,sending _document,27,may,297.8081003,1,0,0
19504,no,cellular,3,feb,,3,0,1
19505,no,cellular,19,aug,343.4945606,6,0,1
19506,yes,cellular,27,feb,,1,1,1
19507,no,cellular,21,oct,,2,1,0
19508,no,sending _document,23,may,378.2324742,1,0,1
19509,no,cellular,21,nov,235.8450337,2,0,0
19510,no,cellular,20,apr,323.1948777,6,4,0
19511,yes,cellular,16,jul,341.045578,2,0,1
19512,no,sending _document,13,may,249.3413989,1,0,1
19513,no,cellular,15,jun,115.125172,1,0,0
19514,no,sending _document,29,may,330.4512689,1,0,0
19515,no,sending _document,4,jun,410.6183142,10,0,1
19516,yes,cellular,29,jan,454.4652332,1,0,0
19517,no,cellular,21,jul,262.5296875,4,0,0
19518,yes,cellular,28,jul,385.4204717,3,0,1
19519,no,sending _document,17,jun,328.3431297,1,0,0
19520,no,cellular,20,apr,296.1428484,3,0,1
19521,no,sending _document,27,may,359.1318477,2,0,1
19522,no,telephone,28,jan,,1,0,0
19523,no,sending _document,19,may,434.5738938,2,0,1
19524,yes,cellular,31,jul,459.7749142,10,0,1
19525,no,cellular,6,aug,,6,0,0
19526,yes,cellular,26,aug,245.3206703,4,0,0
