age,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
58,telephone,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
33,cellular,270,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,cellular,169,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
47,telephone,252,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,telephone,450,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes
60,telephone,89,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
28,telephone,1128,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
33,cellular,265,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
41,cellular,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
33,cellular,203,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
41,cellular,527,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
30,cellular,176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
54,telephone,178,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,cellular,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
32,cellular,259,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,cellular,33,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
29,cellular,87,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,no
41,cellular,516,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
24,telephone,115,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,telephone,222,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,cellular,79,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
31,telephone,349,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
34,cellular,308,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
44,cellular,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,cellular,190,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
34,telephone,214,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48,cellular,112,1,4,1,success,-0.1,93.2,-42,4.191,5195.8,no
47,cellular,193,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,no
54,cellular,164,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,cellular,253,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
31,telephone,15,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34,telephone,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
29,telephone,116,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,telephone,245,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
56,telephone,87,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
26,cellular,362,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31,cellular,129,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31,telephone,116,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
57,cellular,134,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
36,cellular,118,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
43,telephone,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,telephone,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
24,cellular,222,1,17,4,failure,-1.1,94.199,-37.5,0.886,4963.6,no
37,cellular,54,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
33,telephone,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,cellular,88,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
53,telephone,245,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,cellular,133,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,no
36,telephone,767,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,cellular,38,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
44,cellular,245,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
45,cellular,307,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,telephone,340,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36,telephone,180,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,cellular,111,2,999,0,nonexistent,-1.1,94.767,-50.8,1.049,4963.6,no
55,cellular,122,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,cellular,73,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
58,cellular,129,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
33,telephone,71,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
36,cellular,770,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,cellular,113,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
44,cellular,164,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
30,cellular,148,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes
25,cellular,485,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
56,cellular,106,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,cellular,238,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
32,cellular,6,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
31,cellular,125,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
36,telephone,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
41,telephone,1074,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes
55,cellular,304,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
57,telephone,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
34,cellular,320,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
30,cellular,19,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,cellular,342,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,telephone,246,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
53,cellular,362,1,9,2,success,-1.8,93.369,-34.8,0.643,5008.7,yes
35,cellular,1259,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
59,telephone,9,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41,telephone,178,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,cellular,77,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,telephone,177,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,cellular,250,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,no
46,cellular,222,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
60,cellular,17,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,cellular,281,1,999,2,failure,-3.4,92.431,-26.9,0.73,5017.5,yes
48,telephone,82,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
50,cellular,161,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,telephone,1422,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
46,cellular,96,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
50,cellular,408,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
30,cellular,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
44,cellular,121,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,cellular,149,3,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,yes
23,cellular,1300,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,cellular,712,1,3,2,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
36,telephone,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
40,telephone,49,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
53,telephone,172,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
53,cellular,372,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
34,cellular,338,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
34,telephone,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
41,cellular,1135,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,yes
48,cellular,134,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
47,telephone,624,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,telephone,359,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
50,telephone,55,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
38,cellular,164,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
37,telephone,540,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,cellular,105,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
24,telephone,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
46,telephone,103,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,telephone,159,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,cellular,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,cellular,226,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
58,cellular,158,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
36,telephone,166,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
41,telephone,67,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,cellular,290,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
29,cellular,14,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
51,cellular,657,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
52,cellular,600,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes
44,cellular,41,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,cellular,219,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,cellular,101,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
32,cellular,44,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
32,telephone,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,telephone,90,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
32,cellular,402,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
31,cellular,551,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
37,cellular,184,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,cellular,340,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
30,telephone,165,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,cellular,264,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
36,cellular,98,2,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,no
29,cellular,333,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
52,cellular,183,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
54,telephone,157,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
31,cellular,627,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,cellular,345,10,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
40,cellular,141,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
43,cellular,681,5,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35,cellular,66,1,13,2,failure,-1.7,94.055,-39.8,0.739,4991.6,no
37,cellular,291,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
35,telephone,70,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
53,cellular,140,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
55,telephone,345,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
40,telephone,91,1,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,yes
28,telephone,240,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
39,telephone,396,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
41,cellular,491,1,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,no
46,cellular,398,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
52,telephone,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,telephone,12,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
31,cellular,111,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
31,cellular,129,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
31,cellular,196,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35,cellular,377,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,telephone,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
38,cellular,363,2,10,1,success,-1.8,92.843,-50,1.726,5099.1,yes
51,cellular,516,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
36,telephone,151,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,telephone,224,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,cellular,103,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,cellular,215,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,cellular,183,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
66,cellular,525,1,21,2,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
36,cellular,45,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,cellular,332,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,no
44,cellular,428,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
50,telephone,705,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
32,telephone,379,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
52,cellular,268,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,telephone,213,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
30,cellular,180,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
34,telephone,296,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
30,cellular,196,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
56,cellular,163,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
33,telephone,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
31,telephone,597,17,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
47,telephone,247,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,telephone,75,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
54,telephone,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,cellular,78,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
40,cellular,143,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,telephone,68,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
45,telephone,264,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
55,cellular,136,3,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,no
30,cellular,313,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
82,cellular,316,1,999,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,yes
55,cellular,1298,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
39,telephone,157,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,telephone,1135,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
33,cellular,60,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
39,cellular,188,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
37,cellular,97,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
28,cellular,78,3,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,yes
41,cellular,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
39,telephone,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,telephone,51,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
39,cellular,272,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
46,cellular,61,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
38,cellular,119,1,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,no
54,cellular,32,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
25,cellular,18,29,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
37,cellular,206,2,6,1,success,-3,92.713,-33,0.706,5023.5,yes
28,telephone,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,cellular,446,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
58,cellular,451,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
31,telephone,132,22,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
42,telephone,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,cellular,340,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,cellular,143,3,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
24,cellular,61,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
33,telephone,9,17,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
59,telephone,1438,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
60,cellular,82,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
31,cellular,209,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,telephone,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,cellular,277,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
26,telephone,1087,1,3,1,success,-1.7,94.027,-38.3,0.904,4991.6,yes
52,cellular,147,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,telephone,782,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,telephone,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
46,telephone,231,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
40,telephone,92,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
58,cellular,129,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
52,cellular,156,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
30,cellular,198,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
44,cellular,135,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
53,telephone,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,telephone,27,7,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
43,cellular,272,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,cellular,308,6,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,yes
43,cellular,180,1,6,2,failure,-2.9,92.201,-31.4,0.869,5076.2,no
57,telephone,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,cellular,416,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
32,cellular,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
40,cellular,43,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
41,telephone,780,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
46,telephone,1288,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,cellular,367,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
49,telephone,170,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
52,cellular,408,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
31,cellular,244,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
32,telephone,261,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
37,cellular,125,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45,cellular,76,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39,telephone,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,telephone,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
45,telephone,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
33,cellular,386,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,telephone,834,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,cellular,87,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
39,telephone,322,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
31,telephone,115,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
41,cellular,180,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
55,telephone,317,2,10,3,success,-1.1,94.601,-49.5,0.977,4963.6,no
49,cellular,135,1,999,2,failure,-1.8,92.893,-46.2,1.266,5099.1,no
36,cellular,187,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,telephone,120,6,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
46,cellular,55,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,cellular,543,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,cellular,504,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,telephone,47,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,cellular,351,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,cellular,246,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,telephone,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
42,telephone,326,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,telephone,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,telephone,51,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
46,cellular,183,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,telephone,85,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
68,cellular,418,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
41,cellular,69,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
32,cellular,460,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
29,cellular,245,6,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
36,cellular,196,1,999,0,nonexistent,-1.8,93.876,-40,0.697,5008.7,yes
37,cellular,212,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57,cellular,784,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
40,telephone,201,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
36,cellular,147,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
33,cellular,151,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
53,telephone,81,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
56,cellular,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,cellular,578,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
48,cellular,1424,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
38,telephone,96,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22,cellular,53,2,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,no
50,cellular,23,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
58,cellular,577,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
56,cellular,202,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
53,cellular,397,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
41,cellular,114,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
80,cellular,720,5,999,1,failure,-3,92.713,-33,0.718,5023.5,no
50,telephone,198,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33,telephone,789,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
29,cellular,57,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
45,cellular,156,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
22,telephone,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,cellular,25,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
35,cellular,690,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
46,cellular,329,2,9,4,failure,-1.7,94.027,-38.3,0.904,4991.6,no
47,cellular,227,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,cellular,195,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
51,cellular,104,2,1,1,success,-0.1,93.2,-42,4.153,5195.8,no
38,telephone,39,1,999,1,failure,-0.1,93.798,-40.4,4.968,5195.8,no
58,cellular,214,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
49,cellular,97,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
45,telephone,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,cellular,179,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,cellular,232,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
45,telephone,145,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
24,cellular,180,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,no
37,telephone,42,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27,telephone,318,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
48,cellular,266,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,cellular,308,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
57,cellular,57,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
56,telephone,143,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,cellular,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
